word	homonym	type	gradation	type_note	grad_note
modernisti	1	5			
modernisti	2	99			
modernistinen		38			
modernistua		52			
modernius		40			
modifikaatio		3			
modifioida		62			
modifiointi		5	J		
modifioitua		52	F		
modisti		5			
modulaarinen		38			
modulaatio		3			
modulaattori		6			
moduloida		62			
modulointi		5	J		
moduloitua		52	F		
modus		39			
moduuli		6			
moduulimitoitus					
moduulirakenne					
moduulirakenteinen					
moduulirekka		9	A		
moguli		5			
mohair		5			
mohairlanka					
mohairpusero					
mohikaani		5			
moi		99			
moikaa		78			
moikata		73	A		
moike		48	A		
moikina		12			
moikua		52	D		
moinen		38			
moiré		21			
moisio		3			
moiskahdus		39			
moiskahtaa		53	F		
moiskaus		39			
moiskauttaa		53	C		
moite		48	C		
moiteaika		9	D		
moitekanne					
moitiskella		67			
moitiskelu		2			
moitittava		10			
moitittavasti		99			
moitittavuus		40			
moitteeton		34	C		
moitteettomasti		99			
moitteettomuus		40			
moittia		61	C		
moittija		12			
moittivasti		99			
mojahdus		39			
mojahtaa		53	F		
mojauttaa		53	C		
mojova		10			
moka		10			
mokata		73			
mokaus		39			
mokka	1	10	A		
mokka	2	10	A		
mokkaharja					
mokkainen		38			
mokkakahvi					
mokkakakku					
mokkakangas		41	G		
mokkakenkä					
mokkakuppi					
mokkalusikka					
mokkanahka					
mokkanahkainen					
mokkasiini		5			
mokkatakki					
mokkaturkis					
mokkaturkki		5	A		
mokoma		10			
moksahdus		39			
moksahtaa		53	F		
mokšan kieli					
moksaus		39			
moksauttaa		53	C		
moksiskaan		99			
molaalisuus		40			
molaarinen		38			
molaarisuus		40			
molari		6			
molekulaarinen		38			
molekylaarinen		38			
molekyyli		5			
molekyylibiologia					
molekyylikaava					
molekyylipaino					
molekyylirakenne					
molekyylivoima					
molemmat		16	H		
molemminpuolinen					
molemminpuolisesti		99			
molemminpuolisuus		40			
mollamaija					
mollata		73			
mollaus		39			
molli		5			
molliasteikko					
mollisointu					
mollottaa		53	C		
molottaa		53	C		
molotus		39			
molskahdella		67	F		
molskahdus		39			
molskahtaa		53	F		
molskaus		39			
molskauttaa		53	C		
molske		48			
molski		5			
molskia		61			
molskina		12			
molybdeeni		5			
momentaaninen		38			
momentti		5	C		
momenttiavain					
monarkia		12			
monarkismi		5			
monarkisti		5			
monarkistinen		38			
monarkki		5	A		
monarkkinen		38			
monasti		99			
monenarvoinen					
monenikäinen					
monenkaltainen					
monenkertainen					
monenkeskinen					
monenkielinen					
monenkirjava					
monenkokoinen					
monenlaatuinen					
monenlainen		38			
monenmoinen		38			
monenmuotoinen					
monennäköinen					
monentaa		54	J		
monenvälinen					
monenvärinen					
mones		45			
monesti		99			
monetaarinen		38			
monetarismi		5			
monetaristi		5			
monetaristinen		38			
moneus		40			
moneusoppi					
mongerrus		39			
mongertaa		54	K		
mongoli		5			
mongolidi		5			
mongolidinen		38			
mongolilainen		38			
mongolin kieli					
mongolinkielinen					
mongolinpoimu					
mongolismi		5			
mongoloidi		5			
moni		23			
moniaalla		99			
moniaalle		99			
moniaalta		99			
monialaistua		52			
monialayritys					
moniarvoinen					
moniarvoisuus					
monias		41			
moniasteinen					
moniasteöljy					
moniavioinen					
moniavioisuus					
monihaarainen					
monihenkinen					
moni-ilmeinen		18			
monijumalainen					
monijumalaisuus		40			
monijäseninen					
monikansainen		38			
monikansalaisuus					
monikansallinen					
monikasvoinen					
monikerroksinen					
monikerroksisuus					
monikerta					
monikertainen					
monikielinen					
monikielisyys					
monikko		4	A		
monikkomuoto					
monikkomuotoinen					
monikollinen		38			
monikollisuus		40			
monikulmio					
monikulmiomittaus					
monikulttuurinen					
monikymmeninen					
monikymmenkertainen					
monikymmenlukuinen					
monikymmenvuotinen					
monikärkiohjus					
monikäsitteinen					
monikäyttö					
monikäyttöauto					
monikäyttöhalli		5			
monikäyttöinen					
monilapsinen					
monilukuinen					
monilukuisesti		99			
monilukuisuus		40			
monilähtöinen					
monimerkityksinen					
monimerkityksisyys					
monimiehinen					
monimiehisyys					
monimielinen					
monimielisesti		99			
monimielisyys					
monimiljonääri					
monimiljoonainen					
monimiljoonikko					
monimuotoinen					
monimuotoistua		52			
monimuotoisuus					
monimuoto-opetus					
monimuoto-opiskelu					
monimutkainen					
monimutkaistaa		53			
monimutkaistua		52			
moninainen		38			
moninaiskäyttö					
moninaistaa		53			
moninaistua		52			
moninaisuus		40			
moninkertainen					
moninkertaisesti		99			
moninkertaistaa					
moninkertaistua					
monioireinen					
moniongelmainen					
moniosainen					
moniottelija					
moniottelu					
monipalveluverkko					
monipersoonainen					
monipersoonaisuus		40			
monipiippuinen					
monipolvinen					
moniportainen		38			
monipuolinen					
monipuolisesti		99			
monipuolistaa		53			
monipuolistua		52			
monipuolisuus		40			
monipuolueinen					
monipuoluejärjestelmä					
monipuoluemaa					
monipäinen					
monipäiväinen					
monisanainen					
monisanaisesti		99			
monisanaisuus					
monisatainen					
monisatakertainen					
monisatakertaisesti		99			
monisatalukuinen					
monisatapäinen					
monisatavuotinen					
moniselitteinen					
monisikiöinen		38			
monismi		5			
monisoluinen					
monistaa		53			
monistamo		2			
moniste		48			
monisti		5			
monistinen		38			
monistua		52			
monistus		39			
monistuskone					
monistuspaperi					
monistuttaa		53	C		
monisyinen					
monisynnyttäjä					
monisäikeinen					
monisäikeisyys		40			
monisärmäinen					
monisärmäisyys		40			
monitahoinen					
monitahokas					
monitaitoinen					
monitaituri					
monitasoinen					
monitasoisuus		40			
monitasokuva					
monitekijäinen					
monitieteinen		38			
monitieteisyys		40			
monitoimikone					
monitoimimurtaja					
monitoiminen					
monitoimitalo					
monitoimitila					
monitori		5			
monitoroida		62			
monitorointi		5	J		
monituhantinen					
monituhatkertainen					
monituhatkertaisesti		99			
monituhatlukuinen					
monituhatpäinen					
monituhatvuotinen					
monituinen		38			
monitulkintainen					
monitulkintaisuus					
monituntinen					
monityydyttymätön					
moniulotteinen					
monivaiheinen					
monivaiheraketti					
monivaikutteinen					
monivaimoisuus		40			
monivalintakoe					
monivalintatehtävä					
monivammainen					
monivivahteinen					
monivuotinen					
monivärinen					
moniväripainanta					
moniymmärteinen					
moniääninen					
monkua		52	G		
mono	1	1			
mono	2	1			
monofonia		12			
monofoninen		38			
monogaaminen		38			
monogamia		12			
monografia		12			
monogrammi		5			
monogynia		12			
monogyyninen		38			
monokkeli		6			
monolevy					
monoliitti		5	C		
monoliittinen		38			
monologi		5			
monopoli		5			
monopoliasema					
monopolisoida		62			
monopolisointi		5	J		
monopolisoitua		52	F		
monopolistinen		38			
monopoliyhtiö					
monopoloida		62			
monopoloitua		52	F		
monoteismi		5			
monoteisti		5			
monoteistinen		38			
monotoisto					
monotonia		12			
monotoninen		38			
monotonisesti		99			
monotonisuus		40			
monottaa		53	C		
monotypia		12			
monstrumi		5			
monsuuni		6			
monsuuni-ilmasto					
monsuunimetsä					
monsuunisade					
monsuunituuli					
monta		99			
montaa		99			
montaasi		5			
montteerata		73			
monttu		1	C		
monttööri		6			
monumentaalinen		38			
monumentaalisesti		99			
monumentaalisuus		40			
monumentaalitaide					
monumentti		5	C		
moodi		5			
mooli		5			
moolisuus		40			
moottori		6			
moottoriajoneuvo					
moottoriajoneuvoliikenne					
moottorialus					
moottorijarrutus					
moottorikatu					
moottorikelkka					
moottorikelkkailija					
moottorikelkkailla					
moottorikelkkailu					
moottorikäyttöinen					
moottorilaiva					
moottorilento		1	J		
moottorilentourheilu					
moottoriliikennetie					
moottorillinen		38			
-moottorinen		38			
moottoriperä					
moottoripetroli					
moottoripolkupyörä					
moottoripolttoaine					
moottoripumppu					
moottoripurjehtija					
moottoripyörä					
moottoripyöräilijä					
moottoripyöräillä					
moottoripyöräily					
moottoripyöräjengi					
moottoripyöräkerho					
moottoripyöräpoliisi					
moottoripyöräurheilu					
moottoriruisku					
moottorisaha					
moottoristadion					
moottoriteho					
moottoritie					
moottoriurheilija					
moottoriurheilu					
moottorivene					
moottoriveneilijä					
moottoriveneillä					
moottoriveneily					
moottoriveneurheilu					
moottoriveto		1	F		
moottorivetoinen					
moottorivika		9	D		
moottorivoima					
moottoriöljy					
moottoroida		62			
moottorointi		5	J		
moottoroitua		52	F		
mopata		73	B		
mopedi		5			
mopo		1			
mopoilija		12			
mopoilla		67			
moppaus		39			
moppi		5	B		
mopsi		5			
moraali		6			
moraalikäsitys					
moraalinen		38			
moraalinvartija					
moraalisaarna					
moraalisesti		99			
moraalisuus		40			
moraalisääntö					
moraaliton		34	C		
moraalittomasti		99			
moraalittomuus		40			
moralismi		5			
moralisoida		62			
moralisointi		5	J		
moralisti		5			
moralistinen		38			
moraliteetti		5	C		
moratorio		3			
mordva		10			
mordvalainen		38			
mordvan kieli					
moreeni		6			
moreenikerros					
moreenikerrostuma					
moreenimaa					
morfeemi		5			
morfiini		5			
morfinismi		5			
morfinisti		5			
morfologia		12			
morfologinen		38			
morjens		99			
morjensta		99			
morjenstaa		53			
morjes		99			
morjesta		99			
morjestaa		53			
morkata		73	A		
morkkaaja		10			
morkkaus		39			
morkkis		39			
mormoni		5			
mormyska		13			
mormyskaonki					
moro	1	1			
moro	2	99			
moron		99			
morseaakkoset					
morsemerkki					
morsettaa		53	C		
morsetus		39			
morsian		33			
morsio		3			
morsiusangervo					
morsiushuntu					
morsiuskello					
morsiuskimppu					
morsiuskruunu					
morsiusneito					
morsiuspari		5			
morsiuspuku					
morsiusseppele					
morsiustyttö					
morsiusvihko					
mortadella		9			
mortaliteetti		5	C		
mortteli		6			
morula		12			
mosaiikki		5	A		
mosaiikkikuva					
mosaiikkilaatta					
mosaiikkiparketti					
mosaiikkitaide					
mosaiikkityö					
mosel		5			
moselviini		5			
moska		10			
moskainen		38			
moskaisuus		40			
moskeija		12			
moskiitto		1	C		
moskiittoverkko					
motata		73	C		
motelli		6			
motetti		5	C		
motettikuoro					
motiivi		5			
motittaa		53	C		
motivaatio		3			
motivoida		62			
motivoimaton		34	C		
motivointi		5	J		
motivoitua		52	F		
motkottaa		53	C		
moto		1			
motocross		5			
motocrosskilpailu					
motoriikka		9	A		
motorinen		38			
motorisoida		62			
motorisoitua		52	F		
motoristi		5			
motskari		6			
motti	1	5	C		
motti	2	5	C		
mottimetsä					
mottitaistelu					
motto		1	C		
moukari		6			
moukarikaari					
moukarikilpailu					
moukarinheitto					
moukarinheittotulos					
moukarinheittäjä					
moukarinkaari					
moukaritulos					
moukaroida		62			
moukka		10	A		
moukkamainen		38			
moukkamaisesti		99			
moukkamaisuus		40			
moukku		1	A		
moukua		52	D		
moulinélanka					
mouruta		74			
moussakas		5			
mousse		8			
muassa		99			
muffini		6			
muhamettilainen		38			
muhamettilaisuus		40			
muhea		15			
muhennos		39			
muhennus		39			
muhentaa		54	J		
muhentua		52	J		
muheva		10			
muhevuus		40			
muhia		61			
muhina		12			
muhinoida		62			
muhinointi		5	J		
muhkea		15			
muhkeasti		99			
muhkeus		40			
muhkura		12			
muhkurainen		38			
muhoilla		67			
muhvi		5			
muhviliitos					
muija		10			
muikea		15			
muikeasti		99			
muikistaa		53			
muikistella		67			
muikku		1	A		
muikkukukko					
muiluttaa		53	C		
muiluttaja		10			
muilutus		39			
muinainen		38			
muinaisaika		9	D		
muinaisaikainen					
muinaisesine					
muinaishauta					
muinaisjäännös					
muinaiskulttuuri					
muinaislinna					
muinaislöydös					
muinaislöytö					
muinaismuisto					
muinaispreussi					
muinaisranta					
muinaisruno					
muinaisrunous					
muinaissuomalainen					
muinaistaru					
muinaistiede					
muinaistieteellinen					
muinaistieteilijä					
muinaistutkija					
muinaisusko					
muinaisuskonto					
muinaisuus		40			
muinoin		99			
muinoinen		38			
muiskauttaa		53	C		
muisku		1			
muistaa		53			
muistama		10			
muistamaton		34	C		
muistamattomuus		40			
muistella		67			
muistelma		10			
muistelmakirja					
muistelmakirjailija					
muistelmakirjallisuus					
muistelmateos					
muistelo		2			
muistelu		2			
muistelus		39			
muistettava		10			
muisti		5			
muistiaukko					
muistiharha					
muistihäiriö					
muistihäiriöinen					
muistiinkirjoittaa					
muistiinmerkitä					
muistiinpanna		67			
muistiinpano					
muistiinpanoväline					
muistijälki					
muistikapasiteetti					
muistikatkos					
muistikirja					
muistikuva					
muistilehtiö					
muistilista					
muistilokero					
-muistinen		38			
muistinmenetys					
muistinumero					
muistinvarainen					
muistio		3			
muistipaikka					
-muistisuus		40			
muistisääntö					
muistitieto					
muistittomuus		40			
muistivihko					
muistivirhe					
muisto		1			
muistoesine					
muistohetki					
-muistoinen		38			
muistoisa		10			
muistojuhla					
muistojulkaisu					
muistojumalanpalvelus					
muistokirja					
muistokirjoitus					
muistokynttilä					
muistolaatta					
muistolahja					
muistolause					
muistolehto					
muistomerkki					
muistomitali					
muistomuuri					
muistopatsas					
muistopuhe					
muistopäivä					
muistoraha					
muistorikas					
muistoruno					
muistosanat					
muistosäe					
muistotilaisuus					
muistovärssy					
muistua		52			
muistuma		10			
muistutella		67	C		
muistuttaa		53	C		
muistutus		39			
muka		99			
mukaa		99			
mukaan		99			
mukaan luettuna		99			
mukaan lukien		99			
mukaanotto					
mukaansatempaava		10			
mukaansatempaavasti		99			
mukaansatempaavuus		40			
mukaantua		52	J		
mukaantulo					
mukaantuva		10			
mukaelma		10			
mukailla		67			
mukailu		2			
mukainen		38			
mukaisesti		99			
mukaisuus		40			
mukamas		99			
mukana		99			
mukanaolija					
mukanaolo					
mukauma		10			
mukauttaa		53	C		
mukautua		52	F		
mukautuma		10			
mukautumiskyky					
mukautumiskykyinen					
mukautuva		10			
mukautuvainen		38			
mukautuvaisuus		40			
mukautuvuus		40			
mukava		10			
mukavasti		99			
mukavoittaa		53	C		
mukavoitua		52	F		
mukavuudenhalu					
mukavuudenhaluinen					
mukavuus		40			
mukavuuslaitos					
mukavuuslippu					
mukavuuslippulaiva					
muki		5			
mukiin		99			
mukiinmenevä					
mukiinmenevästi		99			
mukillinen		38			
mukiloida		62			
mukilointi		5	J		
mukina		12			
mukista		66			
mukkelis makkelis		99			
muksahdus		39			
muksahtaa		53	F		
muksaus		39			
muksauttaa		53	C		
muksia		61			
muksu		1			
mukula		12			
mukula-artisokka					
-mukulainen		38			
mukulajuuri		26			
mukulakasvi					
mukulakiveys					
mukulakivi					
mukulakivikatu					
mukulakivinen					
mukulaleinikki					
mukulaselleri					
mukulavarsi					
mukuloida		62			
mukura		12			
mulahdus		39			
mulahtaa		53	F		
mulatti		5	C		
muli		5			
muliinilanka					
muljahdella		67	F		
muljahdus		39			
muljahtaa		53	F		
muljaus		39			
muljautella		67	C		
muljauttaa		53	C		
mulkaista		66			
mulkku		1	A		
mulkoilla		67			
mulkosilmä					
mulkosilmäinen					
mullanvärinen					
mullas		39			
mullata		73	I		
mulli		5			
mullikka		14	A		
mullin mallin		99			
mullinpaisti					
mullistaa		53			
mullistava		10			
mullistavasti		99			
mullistavuus		40			
mullistua		52			
mullistus		39			
mullittaa		53	C		
mullitus		39			
mullos		39			
mulperikasvi					
mulperipuu					
mulperisilkki					
mulskahdus		39			
mulskahtaa		53	F		
multa		10	I		
multaantua		52	J		
multainen		38			
multakerros					
multakokkare					
multamaa					
multapaakku					
multapitoinen					
multapitoisuus					
multaseos					
multasieni					
multaus		39			
multausaura		9			
multautua		52	F		
multava		10			
multavuus		40			
multilateraalinen		38			
multimedia					
multippeli		5			
multippeliskleroosi		5			
multivisio		3			
mumina		12			
mumista		66			
mummeli		6			
mummi		5			
mummo		1			
mummola		12			
mummonmökki					
mummu		1			
muna		10			
munahedelmä					
-munainen		38			
munajuusto					
